event-id,visible,timestamp,location-l,location_l,sensor-typ,individual,tag-local-,individu_1,study-name,Animal,Migratory,Citation,Name1,Park,Code1,x,y
3440992147,1,2/24/2011 21:25,26.47496667,-19.35201667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1075706,7851088
3440992148,1,2/26/2011 19:54,26.44536667,-19.29753333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1072777,7857237
3440992149,1,2/27/2011 19:54,26.39203333,-19.3729,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1066892,7849044
3440992150,1,2/28/2011 19:54,26.39246667,-19.42501667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1066756,7843256
3440992151,1,3/1/2011 19:54,26.40821667,-19.41248333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1068459,7844595
3440992152,1,3/2/2011 19:54,26.40151667,-19.4083,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1067768,7845082
3440992153,1,3/3/2011 19:53,26.40185,-19.38666667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1067878,7847483
3440992154,1,3/4/2011 19:54,26.40456667,-19.41113333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1068079,7844757
3440992155,1,3/5/2011 19:54,26.33886667,-19.39025,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1061230,7847292
3440992156,1,3/6/2011 19:54,26.32996667,-19.33646667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1060477,7853293
3440992157,1,3/7/2011 19:53,26.3804,-19.38046667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1065640,7848242
3440992158,1,3/8/2011 19:54,26.40488333,-19.42593333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1068061,7843113
3440992159,1,3/9/2011 19:54,26.41458333,-19.37226667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1069270,7849040
3440992160,1,3/10/2011 19:54,26.37363333,-19.15136667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1065716,7873703
3440992161,1,3/11/2011 19:54,26.38441667,-19.12021667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1066961,7877127
3440992162,1,3/12/2011 19:54,26.37543333,-18.96583333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1066539,7894298
3440992163,1,3/13/2011 19:54,26.3182,-18.792,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1061075,7913782
3440992164,1,3/16/2011 19:54,26.23253333,-18.80271667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1051981,7912861
3440992165,1,3/17/2011 19:54,26.27205,-18.80238333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1056161,7912775
3440992166,1,3/18/2011 19:54,26.23561667,-18.80023333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1052316,7913128
3440992167,1,3/19/2011 19:54,26.31685,-18.83571667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1060786,7908932
3440992168,1,3/20/2011 19:54,26.4689,-18.95055,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1076466,7895690
3440992169,1,3/21/2011 19:54,26.4698,-19.03858333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1076257,7885911
3440992170,1,3/22/2011 19:54,26.42633333,-19.11498333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1071403,7877571
3440992171,1,3/23/2011 19:54,26.48515,-19.28085,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1077030,7858957
3440992172,1,3/25/2011 19:55,26.4028,-19.39828333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1067938,7846190
3440992173,1,3/26/2011 19:55,26.43611667,-19.35526667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1071599,7850856
3440992174,1,3/27/2011 20:55,26.42815,-19.35876667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1070747,7850494
3440992175,1,3/28/2011 20:55,26.41705,-19.3717,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1069532,7849095
3440992176,1,3/29/2011 20:55,26.45013333,-19.3538,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1073082,7850973
3440992177,1,3/30/2011 20:55,26.4189,-19.37463333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1069717,7848763
3440992178,1,3/31/2011 20:55,26.45571667,-19.34985,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1073684,7851393
3440992179,1,4/1/2011 20:55,26.44185,-19.34745,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1072231,7851705
3440992180,1,4/2/2011 20:54,26.43218333,-19.34343333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1071226,7852183
3440992181,1,4/3/2011 20:55,26.43366667,-19.34303333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1071384,7852223
3440992182,1,4/4/2011 20:55,26.43323333,-19.34118333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1071345,7852430
3440992183,1,4/6/2011 20:55,26.54743333,-19.34473333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1083370,7851652
3440992184,1,4/7/2011 20:55,26.5221,-19.37275,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1080600,7848627
3440992185,1,4/8/2011 20:55,26.5669,-19.37218333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1085324,7848537
3440992186,1,4/9/2011 20:55,26.53885,-19.36168333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1082405,7849799
3440992187,1,4/10/2011 20:55,26.5277,-19.35463333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1081255,7850620
3440992188,1,4/11/2011 20:55,26.5704,-19.34308333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1085797,7851757
3440992189,1,4/12/2011 20:55,26.54928333,-19.3576,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1083519,7850217
3440992190,1,4/13/2011 20:55,26.5542,-19.35491667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1084047,7850498
3440992191,1,4/14/2011 20:55,26.54513333,-19.3622,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1083065,7849720
3440992192,1,4/15/2011 20:56,26.55073333,-19.35543333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1083680,7850453
3440992193,1,4/16/2011 20:56,26.48888333,-19.18515,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1077760,7869572
3440992194,1,4/17/2011 20:56,26.67043333,-19.19165,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1096895,7868235
3440992195,1,4/18/2011 20:56,26.7607,-19.20328333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1106379,7866629
3440992196,1,4/19/2011 20:56,26.67425,-19.0671,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1097748,7882056
3440992197,1,4/20/2011 20:56,26.64221667,-18.90928333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1094929,7899695
3440992198,1,4/21/2011 20:55,26.58565,-18.87683333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1089063,7903490
3440992199,1,4/22/2011 20:56,26.51948333,-18.94243333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1081840,7896425
3440992200,1,4/23/2011 20:55,26.49241667,-18.99925,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1078782,7890205
3440992201,1,4/24/2011 20:56,26.46466667,-19.03448333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1075729,7886384
3440992202,1,4/25/2011 20:56,26.47906667,-18.9903,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1077403,7891243
3440992203,1,4/27/2011 20:56,26.40688333,-18.94016667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1069949,7897046
3440992204,1,4/28/2011 20:56,26.42176667,-18.95861667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1071459,7894949
3440992205,1,4/29/2011 20:56,26.41401667,-18.95895,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1070639,7894937
3440992206,1,4/30/2011 20:56,26.41523333,-18.95415,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1070784,7895466
3440992207,1,5/1/2011 20:56,26.42678333,-18.91448333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1072140,7899833
3440992208,1,5/2/2011 20:56,26.43525,-18.92445,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1073001,7898699
3440992209,1,5/3/2011 20:56,26.41061667,-18.97495,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1070225,7893171
3440992210,1,5/4/2011 20:56,26.41083333,-18.95893333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1070303,7894949
3440992211,1,5/5/2011 20:56,26.41713333,-19.00186667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1070821,7890161
3440992212,1,5/6/2011 20:56,26.4079,-19.13165,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1069400,7875780
3440992213,1,5/7/2011 20:56,26.40473333,-19.16435,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1068953,7872160
3440992214,1,5/8/2011 20:55,26.38008333,-19.13946667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1066438,7875003
3440992215,1,5/9/2011 20:56,26.4452,-19.19145,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1073129,7869017
3440992216,1,5/10/2011 20:56,26.42743333,-19.19281667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1071250,7868924
3440992217,1,5/11/2011 20:56,26.42473333,-19.18755,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month4 Year4 Animal4,1070983,7869518
3440992218,1,5/12/2011 20:56,26.40466667,-19.14996667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1068996,7873757
3440992219,1,5/13/2011 20:56,26.57276667,-19.10796667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1086886,7877862
3440992220,1,5/14/2011 20:56,26.60153333,-18.9247,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1090574,7898120
3440992221,1,5/15/2011 20:56,26.65693333,-18.91048333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1096480,7899512
3440992222,1,5/16/2011 20:56,26.65573333,-18.91581667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1096334,7898924
3440992223,1,5/17/2011 20:56,26.64666667,-18.90161667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1095426,7900532
3440992224,1,5/18/2011 20:56,26.64276667,-18.89343333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1095043,7901454
3440992225,1,5/19/2011 20:56,26.67081667,-18.92826667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1097884,7897490
3440992226,1,5/20/2011 20:56,26.642,-18.92451667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1094852,7898004
3440992227,1,5/21/2011 20:56,26.64663333,-18.9836,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1095131,7891426
3440992228,1,5/22/2011 20:56,26.6686,-18.9394,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1097610,7896261
3440992229,1,5/23/2011 20:55,26.65046667,-18.9018,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1095827,7900499
3440992230,1,5/24/2011 20:56,26.58565,-18.87233333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1089079,7903990
3440992231,1,5/25/2011 20:56,26.56583333,-18.91891667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1086820,7898882
3440992232,1,5/26/2011 20:56,26.60165,-18.9346,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1090551,7897020
3440992233,1,5/27/2011 20:56,26.63943333,-18.92313333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1094585,7898166
3440992234,1,5/28/2011 20:56,26.64893333,-18.92141667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1095595,7898325
3440992235,1,5/29/2011 20:56,26.7089,-18.93036667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1101902,7897126
3440992236,1,5/30/2011 20:56,26.69568333,-18.9344,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1100491,7896724
3440992237,1,5/31/2011 20:56,26.64213333,-18.90683333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1094929,7899968
3440992238,1,6/1/2011 20:56,26.64641667,-18.90551667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1095386,7900100
3440992239,1,6/2/2011 20:56,26.6556,-18.92143333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1096300,7898300
3440992240,1,6/3/2011 20:56,26.69566667,-18.94238333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1100460,7895837
3440992241,1,6/4/2011 20:56,26.6951,-18.93105,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1100441,7897098
3440992242,1,6/5/2011 20:56,26.7024,-18.95138333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1101140,7894814
3440992243,1,6/6/2011 20:56,26.6869,-18.97926667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1099401,7891770
3440992244,1,6/7/2011 20:56,26.67038333,-18.91696667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1097879,7898746
3440992245,1,6/8/2011 20:56,26.64573333,-18.9076,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1095306,7899870
3440992246,1,6/9/2011 20:56,26.6417,-18.90071667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1094904,7900649
3440992247,1,6/10/2011 20:56,26.66248333,-18.91418333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1097054,7899082
3440992248,1,6/11/2011 20:56,26.6902,-18.91828333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1099969,7898533
3440992249,1,6/12/2011 20:56,26.6658,-18.90695,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1097430,7899875
3440992250,1,6/13/2011 20:56,26.6924,-18.95103333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1100084,7894887
3440992251,1,6/14/2011 20:56,26.70378333,-18.99483333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1101129,7889983
3440992252,1,6/15/2011 20:56,26.69225,-18.90535,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month5 Year5 Animal3,1100232,7899962
3440992253,1,6/16/2011 20:57,26.73935,-18.98098333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1104938,7891399
3440992254,1,6/17/2011 20:57,26.85433333,-18.97975,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1117095,7891134
3440992255,1,6/18/2011 20:57,26.90381667,-18.99365,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1122274,7889415
3440992256,1,6/19/2011 20:57,27.10813333,-19.02985,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1143732,7884651
3440992257,1,6/20/2011 20:57,27.07131667,-19.01045,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1139916,7886943
3440992258,1,6/21/2011 20:57,27.08781667,-18.97175,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1141809,7891184
3440992259,1,6/22/2011 20:57,27.07438333,-19.02355,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1140189,7885476
3440992260,1,6/23/2011 20:56,27.0965,-19.01755,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1142550,7886061
3440992261,1,6/24/2011 20:57,27.09151667,-18.97833333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1142175,7890439
3440992262,1,6/25/2011 20:57,27.0469,-19.02191667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1137290,7885758
3440992263,1,6/26/2011 20:57,26.99455,-19.02903333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1131730,7885157
3440992264,1,6/27/2011 20:57,27.1064,-19.0339,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1143534,7884208
3440992265,1,6/28/2011 20:57,27.0971,-19.01148333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1142637,7886734
3440992266,1,6/29/2011 20:56,27.1035,-18.9677,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1143483,7891576
3440992267,1,6/30/2011 20:56,27.14105,-18.95375,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1147508,7892989
3440992268,1,7/1/2011 20:57,27.14185,-18.94046667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1147644,7894462
3440992269,1,7/2/2011 20:57,27.11708333,-18.96501667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1144930,7891825
3440992270,1,7/3/2011 20:56,27.09255,-18.97735,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1142288,7890544
3440992271,1,7/4/2011 20:57,27.0829,-19.02978333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1141065,7884752
3440992272,1,7/5/2011 20:56,27.10526667,-19.03253333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1143419,7884364
3440992273,1,7/6/2011 20:57,27.08465,-19.03213333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1141241,7884484
3440992274,1,7/7/2011 20:57,27.07616667,-19.01278333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1140419,7886666
3440992275,1,7/8/2011 20:57,27.07468333,-19.04033333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1140156,7883609
3440992276,1,7/9/2011 20:56,27.01045,-19.04436667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1133352,7883396
3440992277,1,7/10/2011 20:57,26.98535,-19.03333333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1130741,7884713
3440992278,1,7/11/2011 20:57,26.9971,-19.04223333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1131949,7883681
3440992279,1,7/12/2011 20:57,26.94255,-19.03891667,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1126197,7884246
3440992280,1,7/13/2011 20:57,26.9335,-19.01603333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1125327,7886822
3440992281,1,7/14/2011 20:57,26.93271667,-19.02115,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1125225,7886256
3440992282,1,7/15/2011 20:57,26.85565,-18.98043333,gps,Loxodonta africana,ele10,ele10,African,elephant,(Migration),Chamaill?-Jammes,Hwange,NP,Month1 Year1 Animal1,1117232,7891054
